latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
-1.25068,104.00427,346.86,0.62,0.71,2019-09-04,540,N,VIIRS,n,2,291.53,10.91,D,0
-1.25058,103.98386,343.22,0.62,0.71,2019-09-04,540,N,VIIRS,n,2,289.58,10.72,D,0
-1.25016,103.9637,340.44,0.62,0.71,2019-09-04,540,N,VIIRS,n,2,288.76,7.69,D,0
-1.2498,104.00993,347.63,0.62,0.71,2019-09-04,540,N,VIIRS,n,2,292.39,10.91,D,0
-1.24975,103.98952,339.48,0.62,0.71,2019-09-04,540,N,VIIRS,n,2,289.86,8.31,D,0
-1.24929,103.96936,329.29,0.62,0.71,2019-09-04,540,N,VIIRS,n,2,288.0,7.6,D,0
-1.24893,103.99507,345.98,0.62,0.71,2019-09-04,540,N,VIIRS,n,2,290.68,8.31,D,0
-1.24892,104.0156,340.37,0.61,0.71,2019-09-04,540,N,VIIRS,n,2,292.43,11.69,D,0
-1.24841,103.97504,327.65,0.62,0.71,2019-09-04,540,N,VIIRS,n,2,288.33,7.6,D,0
-1.2481,104.00072,332.51,0.62,0.71,2019-09-04,540,N,VIIRS,n,2,290.33,5.78,D,0
-1.24755,103.98065,329.43,0.62,0.71,2019-09-04,540,N,VIIRS,n,2,288.29,7.63,D,0
-1.24726,104.00639,331.53,0.62,0.71,2019-09-04,540,N,VIIRS,n,2,290.44,5.78,D,0
-1.24667,103.98634,334.51,0.62,0.71,2019-09-04,540,N,VIIRS,n,2,288.9,7.63,D,0
-1.3101,103.99116,327.97,0.67,0.73,2019-09-04,721,N,VIIRS,n,2,290.71,25.09,D,0
-1.30987,103.99479,355.96,0.67,0.73,2019-09-04,721,N,VIIRS,n,2,292.95,45.41,D,0
-1.30912,103.99734,352.32,0.67,0.73,2019-09-04,721,N,VIIRS,n,2,294.91,25.09,D,0
-1.30885,104.00095,354.72,0.67,0.73,2019-09-04,721,N,VIIRS,n,2,296.7,60.35,D,0
-1.30814,104.00351,367.0,0.67,0.74,2019-09-04,721,N,VIIRS,h,2,294.7,31.08,D,0
-1.30782,104.00713,354.88,0.67,0.73,2019-09-04,721,N,VIIRS,n,2,292.1,60.35,D,0
-1.30715,104.00969,346.76,0.67,0.74,2019-09-04,721,N,VIIRS,n,2,292.02,31.08,D,0
-1.30712,103.96913,327.79,0.66,0.73,2019-09-04,721,N,VIIRS,n,2,287.93,4.68,D,0
-1.3068,104.0133,349.81,0.67,0.74,2019-09-04,721,N,VIIRS,n,2,292.48,18.93,D,0
-1.30621,103.9716,349.91,0.67,0.73,2019-09-04,721,N,VIIRS,n,2,291.57,13.87,D,0
-1.30617,104.01588,341.76,0.67,0.74,2019-09-04,721,N,VIIRS,n,2,291.24,21.05,D,0
-1.3061,103.97529,367.0,0.66,0.73,2019-09-04,721,N,VIIRS,h,2,292.95,15.23,D,0
-1.30523,103.97778,367.0,0.67,0.73,2019-09-04,721,N,VIIRS,h,2,293.37,21.91,D,0
-1.30507,103.98144,367.0,0.67,0.73,2019-09-04,721,N,VIIRS,h,2,292.82,15.23,D,0
-1.30424,103.98393,367.0,0.67,0.73,2019-09-04,721,N,VIIRS,h,2,292.86,21.91,D,0
-1.30405,103.98759,351.4,0.67,0.73,2019-09-04,721,N,VIIRS,n,2,292.25,16.95,D,0
-1.30326,103.9901,343.34,0.67,0.73,2019-09-04,721,N,VIIRS,n,2,291.09,25.09,D,0
-1.30303,103.99375,337.72,0.67,0.73,2019-09-04,721,N,VIIRS,n,2,290.96,16.95,D,0
-1.30228,103.99628,330.74,0.67,0.73,2019-09-04,721,N,VIIRS,n,2,290.12,25.09,D,0
-1.302,103.99992,343.75,0.67,0.73,2019-09-04,721,N,VIIRS,n,2,290.94,12.94,D,0
-1.30162,103.91821,331.74,0.66,0.73,2019-09-04,721,N,VIIRS,n,2,289.06,8.01,D,0
-1.30129,104.00245,344.75,0.67,0.74,2019-09-04,721,N,VIIRS,n,2,290.54,31.08,D,0
-1.30098,104.00609,343.96,0.67,0.73,2019-09-04,721,N,VIIRS,n,2,290.91,12.94,D,0
-1.30061,103.92426,343.72,0.66,0.73,2019-09-04,721,N,VIIRS,n,2,289.05,25.75,D,0
-1.30041,103.92047,357.06,0.66,0.73,2019-09-04,721,N,VIIRS,l,2,289.45,14.51,D,0
-1.30031,104.00863,329.78,0.67,0.74,2019-09-04,721,N,VIIRS,n,2,290.42,31.08,D,0
-1.30029,103.96809,331.67,0.66,0.73,2019-09-04,721,N,VIIRS,n,2,287.37,4.68,D,0
-1.29943,103.92654,336.57,0.66,0.73,2019-09-04,721,N,VIIRS,n,2,288.37,13.89,D,0
-1.29927,103.97424,328.44,0.66,0.73,2019-09-04,721,N,VIIRS,n,2,291.42,15.23,D,0
-1.29482,103.91716,349.93,0.66,0.73,2019-09-04,721,N,VIIRS,n,2,288.39,8.01,D,0
-1.2936,103.91941,338.45,0.66,0.73,2019-09-04,721,N,VIIRS,n,2,288.45,15.79,D,0
-1.29004,103.90401,367.0,0.66,0.73,2019-09-04,721,N,VIIRS,h,2,290.52,18.11,D,0
-1.28973,103.90009,351.86,0.66,0.73,2019-09-04,721,N,VIIRS,n,2,288.58,14.06,D,0
-1.28903,103.91006,327.57,0.66,0.73,2019-09-04,721,N,VIIRS,n,2,287.07,12.58,D,0
-1.28875,103.90618,354.4,0.66,0.73,2019-09-04,721,N,VIIRS,n,2,289.55,14.06,D,0
-1.28324,103.90299,344.41,0.66,0.73,2019-09-04,721,N,VIIRS,n,2,289.49,18.11,D,0
-1.28293,103.89904,339.11,0.66,0.73,2019-09-04,721,N,VIIRS,n,2,289.05,13.44,D,0
-1.28222,103.90905,333.7,0.66,0.73,2019-09-04,721,N,VIIRS,n,2,287.91,12.58,D,0
-1.28195,103.90514,344.68,0.66,0.73,2019-09-04,721,N,VIIRS,n,2,289.38,13.44,D,0
-1.27612,103.89803,356.19,0.66,0.73,2019-09-04,721,N,VIIRS,n,2,286.82,13.44,D,0
-1.27514,103.90411,356.82,0.66,0.73,2019-09-04,721,N,VIIRS,l,2,287.48,13.44,D,0
-1.27416,103.91016,327.97,0.66,0.73,2019-09-04,721,N,VIIRS,n,2,287.91,14.74,D,0
-1.27317,103.91628,330.47,0.66,0.73,2019-09-04,721,N,VIIRS,n,2,287.79,14.74,D,0
-1.27218,103.92238,329.99,0.66,0.73,2019-09-04,721,N,VIIRS,n,2,287.18,10.78,D,0
-1.31335,104.00361,340.86,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.75,4.92,N,0
-1.3128,104.00403,349.47,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,298.02,12.47,N,0
-1.31277,104.0,344.27,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,298.5,6.69,N,0
-1.31223,104.00041,349.14,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,301.01,6.45,N,0
-1.31219,103.99638,348.41,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,299.5,6.69,N,0
-1.31167,103.9968,351.73,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,302.01,6.45,N,0
-1.31162,103.99277,354.4,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,300.0,7.32,N,0
-1.3111,103.99317,356.25,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,303.7,10.15,N,0
-1.31104,103.98915,331.2,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.3,7.32,N,0
-1.31053,103.98956,345.54,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,298.7,10.15,N,0
-1.31046,103.98554,304.46,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,292.43,0.94,N,0
-1.31039,103.96329,316.15,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,292.79,3.3,N,0
-1.30997,103.98593,327.01,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,293.88,10.63,N,0
-1.3094,104.00456,355.88,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,304.45,12.47,N,0
-1.30884,104.00095,338.29,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,299.92,6.45,N,0
-1.30827,103.99733,337.77,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,300.25,6.45,N,0
-1.3077,103.97145,305.01,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,292.37,6.29,N,0
-1.3077,103.99371,350.3,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,302.97,10.15,N,0
-1.30757,103.96745,306.74,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,292.89,1.25,N,0
-1.3075,103.94518,304.24,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,292.72,1.66,N,0
-1.30714,103.99009,367.0,0.4,0.37,2019-09-04,1822,N,VIIRS,h,2,306.42,10.15,N,0
-1.30714,104.01233,339.22,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,296.76,3.01,N,0
-1.307,103.96383,344.65,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,298.81,3.3,N,0
-1.30692,103.94154,305.35,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,293.04,1.95,N,0
-1.30657,103.9642,343.98,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,299.33,3.08,N,0
-1.30657,103.98647,367.0,0.4,0.37,2019-09-04,1822,N,VIIRS,h,2,308.58,10.63,N,0
-1.30657,104.00871,342.64,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,297.64,4.87,N,0
-1.30657,104.05309,310.1,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.02,2.38,N,0
-1.30642,103.96021,322.51,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,296.11,3.3,N,0
-1.30601,104.0051,353.32,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,303.6,4.87,N,0
-1.30601,104.04948,343.48,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,296.54,2.38,N,0
-1.306,103.96057,320.57,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,296.34,3.08,N,0
-1.306,103.98285,351.42,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,300.93,10.63,N,0
-1.30584,103.95658,324.2,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,296.23,2.21,N,0
-1.30544,103.97922,346.31,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,300.06,7.67,N,0
-1.30544,104.00147,334.85,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,298.97,2.45,N,0
-1.30544,104.04588,304.57,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.16,1.76,N,0
-1.30543,103.95694,321.01,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.9,1.75,N,0
-1.30526,103.95296,309.88,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.51,2.21,N,0
-1.30487,103.95332,310.25,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.73,1.75,N,0
-1.30487,103.97561,353.04,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,301.92,7.67,N,0
-1.30487,103.99786,319.59,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,296.76,2.45,N,0
-1.30431,103.99424,314.28,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.86,2.12,N,0
-1.30431,104.01646,303.65,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,293.19,3.01,N,0
-1.3043,103.97198,354.81,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,304.26,6.29,N,0
-1.30403,103.9234,334.95,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.06,2.17,N,0
-1.30374,103.96835,348.98,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,301.48,6.29,N,0
-1.30374,103.99062,316.89,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,296.32,2.12,N,0
-1.30374,104.01286,335.11,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,299.08,3.01,N,0
-1.30345,103.91976,319.42,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,292.89,1.68,N,0
-1.30318,104.00924,319.56,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,296.83,4.87,N,0
-1.30318,104.05359,305.22,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,293.6,2.38,N,0
-1.30317,103.96473,314.44,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.82,3.08,N,0
-1.30317,103.987,328.01,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,298.07,3.83,N,0
-1.30261,103.98338,334.16,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,299.55,3.83,N,0
-1.30261,104.00562,315.93,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,296.42,4.87,N,0
-1.30261,104.04998,329.64,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,296.58,2.38,N,0
-1.30204,103.97975,312.54,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.9,1.42,N,0
-1.30204,104.00201,316.14,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,296.6,2.45,N,0
-1.30148,103.99839,308.37,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.73,2.45,N,0
-1.30147,103.97614,308.61,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.49,1.42,N,0
-1.30121,103.92757,307.63,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.42,2.17,N,0
-1.30062,103.92393,319.99,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.86,2.17,N,0
-1.30032,103.92426,317.16,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.65,2.76,N,0
-1.30004,103.9203,319.19,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.97,1.68,N,0
-1.29976,103.92062,319.88,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,296.08,1.71,N,0
-1.29946,103.91666,308.02,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,293.89,1.68,N,0
-1.29919,103.91699,307.69,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.12,1.71,N,0
-1.29772,103.90575,332.13,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,293.33,3.68,N,0
-1.29751,103.99531,307.21,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.31,1.15,N,0
-1.29748,103.90607,329.05,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,293.67,7.11,N,0
-1.29714,103.90212,333.46,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,292.26,3.68,N,0
-1.29691,103.90244,348.37,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,293.99,7.11,N,0
-1.29634,103.8988,306.16,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,292.02,10.04,N,0
-1.29412,103.99584,309.33,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.09,1.15,N,0
-1.29408,103.90661,334.28,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,298.1,7.11,N,0
-1.29355,103.99222,307.03,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.25,1.15,N,0
-1.29351,103.90297,348.58,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,302.2,7.11,N,0
-1.29294,103.89933,367.0,0.41,0.37,2019-09-04,1822,N,VIIRS,h,2,305.05,10.04,N,0
-1.29237,103.89569,312.55,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,293.08,10.04,N,0
-1.29072,103.99637,310.17,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.03,1.11,N,0
-1.29067,103.90714,323.58,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,296.74,3.85,N,0
-1.29015,103.99275,310.26,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.27,1.11,N,0
-1.2901,103.9035,343.61,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,300.95,3.85,N,0
-1.2896,104.01137,306.61,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,293.45,1.63,N,0
-1.28953,103.89986,367.0,0.41,0.37,2019-09-04,1822,N,VIIRS,h,2,307.01,9.37,N,0
-1.28896,103.89622,367.0,0.41,0.37,2019-09-04,1822,N,VIIRS,h,2,304.43,9.37,N,0
-1.28846,104.00414,309.38,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.86,1.53,N,0
-1.28839,103.89258,336.96,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,297.13,4.67,N,0
-1.28789,104.00053,313.09,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.37,1.53,N,0
-1.28732,103.9969,311.17,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.23,1.11,N,0
-1.28727,103.90768,325.0,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,297.3,3.85,N,0
-1.28676,103.99329,309.6,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.42,1.11,N,0
-1.2867,103.90404,332.47,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,298.22,3.85,N,0
-1.28613,103.90039,332.46,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,297.89,9.37,N,0
-1.28556,103.89675,338.33,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,298.18,9.37,N,0
-1.28507,104.00467,315.44,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.78,1.39,N,0
-1.28499,103.89311,322.56,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,295.17,4.67,N,0
-1.2845,104.00105,313.46,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.45,1.39,N,0
-1.28393,103.99744,308.96,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.06,2.7,N,0
-1.28386,103.90821,326.26,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,297.08,4.34,N,0
-1.28329,103.90456,339.59,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,299.67,4.34,N,0
-1.28272,103.90092,346.55,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,300.18,7.91,N,0
-1.28224,104.00882,309.78,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.78,2.63,N,0
-1.28215,103.89729,340.68,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,297.17,7.91,N,0
-1.28167,104.0052,314.43,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.58,1.39,N,0
-1.28158,103.89365,321.21,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,294.7,2.2,N,0
-1.2811,104.00158,313.34,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.6,1.39,N,0
-1.28103,103.91238,306.24,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,294.42,2.57,N,0
-1.28046,103.90874,319.93,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,296.06,4.34,N,0
-1.27988,103.9051,350.28,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,301.3,4.34,N,0
-1.27931,103.90146,351.18,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,302.32,7.91,N,0
-1.27884,104.00935,309.53,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.0,1.32,N,0
-1.27874,103.89782,353.06,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,302.49,7.91,N,0
-1.27827,104.00574,311.49,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.18,1.27,N,0
-1.27819,103.91655,314.61,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.21,1.97,N,0
-1.27817,103.89418,310.41,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,293.98,2.2,N,0
-1.27771,104.00211,306.58,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.59,1.27,N,0
-1.27762,103.91291,309.67,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,294.92,1.97,N,0
-1.27705,103.90927,320.07,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,296.0,3.63,N,0
-1.27648,103.90563,345.87,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,300.39,3.63,N,0
-1.27591,103.902,355.21,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,303.02,6.4,N,0
-1.27545,104.00988,307.2,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.78,1.32,N,0
-1.27534,103.89835,324.05,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,296.32,6.4,N,0
-1.27488,104.00626,311.53,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.14,1.27,N,0
-1.27422,103.91344,328.48,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,296.22,1.97,N,0
-1.27364,103.90981,328.71,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,297.05,3.63,N,0
-1.27307,103.90617,325.3,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,297.0,3.63,N,0
-1.27205,104.01041,307.46,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.72,1.14,N,0
-1.27195,103.92125,326.41,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.86,2.46,N,0
-1.27148,104.0068,314.93,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.55,1.2,N,0
-1.27138,103.91761,338.3,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,298.39,4.11,N,0
-1.27091,104.00318,306.87,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.81,1.2,N,0
-1.27081,103.91398,331.19,0.41,0.37,2019-09-04,1822,N,VIIRS,n,2,297.36,4.11,N,0
-1.26912,103.92542,310.64,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.82,2.46,N,0
-1.26866,104.01095,306.71,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.15,1.14,N,0
-1.26809,104.00733,312.82,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.76,1.2,N,0
-1.26752,104.00372,311.82,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.7,1.2,N,0
-1.26698,104.02232,306.96,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.49,1.5,N,0
-1.26686,103.93323,306.91,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.92,1.53,N,0
-1.2664,104.01871,312.51,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.12,1.5,N,0
-1.26583,104.0151,307.37,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.67,2.72,N,0
-1.2646,103.94102,307.9,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.14,1.62,N,0
-1.26403,103.93739,307.31,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.13,1.62,N,0
-1.26358,104.02287,320.07,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,296.65,1.5,N,0
-1.26346,103.93376,308.85,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.19,1.53,N,0
-1.26301,104.01925,317.37,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,296.66,1.5,N,0
-1.26184,103.98979,307.66,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.75,1.2,N,0
-1.2613,104.0084,307.17,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.9,1.28,N,0
-1.2612,103.94156,314.71,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.92,1.34,N,0
-1.26073,104.00478,309.15,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.15,1.28,N,0
-1.2607,103.98256,310.84,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.98,2.01,N,0
-1.26063,103.93793,314.07,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.9,1.34,N,0
-1.26019,104.0234,309.07,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.49,1.52,N,0
-1.26013,103.97894,317.45,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.66,3.02,N,0
-1.25962,104.01978,315.56,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,296.31,1.52,N,0
-1.25955,103.9753,317.96,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.4,3.02,N,0
-1.25908,104.03835,309.08,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.04,1.01,N,0
-1.25905,104.01617,315.0,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,296.14,1.85,N,0
-1.25901,103.99393,305.83,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.7,1.2,N,0
-1.25898,103.97169,315.75,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.01,2.31,N,0
-1.2585,104.03474,309.66,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.85,1.01,N,0
-1.25847,104.01254,310.82,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.48,1.85,N,0
-1.25844,103.99033,312.1,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.76,1.2,N,0
-1.25841,103.96806,318.4,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.22,2.31,N,0
-1.2579,104.00893,327.28,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,297.47,4.15,N,0
-1.25787,103.98672,309.48,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.2,2.01,N,0
-1.25784,103.96443,311.37,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.39,2.97,N,0
-1.2578,103.94209,308.6,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.58,1.34,N,0
-1.25733,104.0053,331.48,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,298.09,4.15,N,0
-1.2573,103.98309,327.37,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,297.11,2.01,N,0
-1.25676,104.00169,310.26,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.77,2.72,N,0
-1.25673,103.97946,333.0,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,298.34,3.02,N,0
-1.25616,103.97583,336.84,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,299.52,3.02,N,0
-1.25568,104.03889,304.8,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.24,0.95,N,0
-1.25565,104.01669,310.19,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.27,1.85,N,0
-1.25558,103.97221,331.17,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,298.59,2.31,N,0
-1.25508,104.01307,331.46,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,299.01,1.85,N,0
-1.25505,103.99085,310.73,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,295.85,1.41,N,0
-1.25501,103.96859,319.67,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,296.71,2.31,N,0
-1.25493,103.92392,307.62,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,294.76,1.38,N,0
-1.2545,104.00945,341.25,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,301.43,4.15,N,0
-1.25447,103.98724,345.21,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,300.28,5.98,N,0
-1.25444,103.96497,328.08,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,297.55,2.97,N,0
-1.25393,104.00583,335.45,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,299.77,4.15,N,0
-1.2539,103.98361,336.72,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,299.85,5.98,N,0
-1.25386,103.96133,335.19,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,298.2,2.97,N,0
-1.25333,103.98,334.52,0.4,0.37,2019-09-04,1822,N,VIIRS,n,2,299.47,3.53,N,0
